String,Applicant,Website,Location,Region,Primary Contact,Email,IDN?,A-Label,English Meaning,Script Code,Community?,Geographic?,Application ID
PRUDENTIAL,"Prudential Financial, Inc.",http://www.prudential.com/,US,NA,Mr. Mark Van Buren Partridge,GTLDGroup@partridgeiplaw.com,--,--,--,--,--,--,1-1329-43577
PUB,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-25091
PWC,PwC Business Trust,http://www.pwc.com,US,NA,Gretchen Olive,pwcnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1891-70526
QPON,"dotCOOL, Inc.",,US,NA,Brian Massie,info@tlddots.com,--,--,--,--,--,--,1-2107-33929
QTEL,Qatar Telecom (Qtel),http://www.qtel.qa,QA,AP,Amy Repp,tas-qtel-primary@centralnic.com,--,--,--,--,--,--,1-1931-31184
QUEBEC,PointQuébec Inc,http://www.pointquebec.org,CA,NA,Mr. Normand Fortier,candidature@pointquebec.org,--,--,--,--,Yes,Yes,1-1663-45909
QUEST,Quest ION Limited,http://www.qigroup.com,HK,AP,Dave Osh,dave@qnet.net,--,--,--,--,--,--,1-1817-89377
QVC,"QVC, Inc.",http://www.qvc.com,US,NA,Mr. Michael Adams,mdadams@mayerbrown.com,--,--,--,--,--,--,1-877-83686
RACING,Premier Registry Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas17@famousfourmedia.com,--,--,--,--,--,--,1-1200-70811
RACING,"Black Orchard, LLC",,US,NA,Daniel Schindler,blackorchard@donuts.co,--,--,--,--,--,--,1-1594-21696
RACING,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-75445
RADIO,European Broadcasting Union (EBU),http://www.ebu.ch,CH,EUR,Mr. Alain Artero,artero@ebu.ch,--,--,--,--,Yes,--,1-1083-39123
RADIO,"Tin Dale, LLC",,US,NA,Daniel Schindler,tindale@donuts.co,--,--,--,--,--,--,1-1593-8224
RADIO,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-75631
RADIO,"BRS MEDIA, Inc.",,US,NA,Antony Van Couvering,tas.minds.machines.3@gmail.com,--,--,--,--,--,--,1-994-75477
RAID,"Johnson Shareholdings, Inc.",,US,NA,Joshua Bourne,Bourne.SC@fairwindspartners.com,--,--,--,--,--,--,1-1248-89181
RAM,Chrysler Group LLC.,http://www.chryslergroupllc.com,US,NA,Gretchen Olive,cscngtlds41@cscinfo.com,--,--,--,--,--,--,1-2055-15880
READ,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-97509
REALESTATE,"New North, LLC",,US,NA,Daniel Schindler,newnorth@donuts.co,--,--,--,--,--,--,1-1597-13898
REALESTATE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-86924
REALESTATE,dotRealEstate LLC,,US,NA,Mr. Brian David Johnson,bdj@secondgen.com,--,--,--,--,--,--,1-907-1363
REALESTATE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,--,1-927-76919
REALTOR,Real Estate Domains LLC,,US,NA,Mr. Brian David Johnson,bdj@secondgen.com,--,--,--,--,--,--,1-907-41079
REALTY,"Dash Bloom, LLC",,US,NA,Daniel Schindler,dashbloom@donuts.co,--,--,--,--,--,--,1-1598-77594
REALTY,"Fegistry, LLC",,US,NA,Jay Westerdal,jay@fegistry.com,--,--,--,--,--,--,1-1913-14988
RECIPES,"Grand Island, LLC",,US,NA,Daniel Schindler,grandisland@donuts.co,--,--,--,--,--,--,1-1603-97736
RED,"Steel Keep, LLC",,US,NA,Daniel Schindler,steelkeep@donuts.co,--,--,--,--,--,--,1-1595-97277
RED,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-93793
REDKEN,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard DIAS,gedias@loreal.com,--,--,--,--,--,--,1-1301-62660
REDSTONE,"Redstone Haute Couture Co., Ltd.",http://www.iredstone.com/indexEn.html,CN,AP,Ms. Qing Peng,redstone-icann@hichina.com,--,--,--,--,--,--,1-1321-41821
REDUMBRELLA,"Travelers TLD, LLC",,US,NA,Gretchen Olive,cscngtlds6@cscinfo.com,--,--,--,--,--,--,1-1894-74544
REHAB,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-34333
REISE,dotreise GmbH,http://www.dotreise.de,DE,EUR,Mr. Axel Schwiersch,info@dotreise.de,--,--,--,--,--,--,1-892-71956
REISEN,"New Cypress, LLC",,US,NA,Daniel Schindler,newcypress@donuts.co,--,--,--,--,--,--,1-1606-68851
REIT,"National Association of Real Estate Investment Trusts, Inc.",http://www.nareit.com/,US,NA,Mr. Victor Dristas,vdristas@nareit.com,--,--,--,--,Yes,--,1-1760-71167
RELIANCE,Reliance Industries Limited,http://www.ril.com,IN,AP,Mr. Vivek Goyal,Vivek.V.Goyal@ril.com,--,--,--,--,--,--,1-1308-77805
REN,"Beijing Qianxiang Wangjing Technology Development Co., Ltd.",http://www.renren.com,CN,AP,Mr. Yan Wang,yan.wang@renren-inc.com,--,--,--,--,--,--,1-924-11693
RENT,"Pearl Town, LLC",,US,NA,Daniel Schindler,pearltown@donuts.co,--,--,--,--,--,--,1-1604-36499
RENT,"DERRent, LLC",,US,NA,Guy R Friddell III,gfridelltld@dominionenterprises.com,--,--,--,--,--,--,1-909-9048
RENTALS,"Big Hollow,LLC",,US,NA,Daniel Schindler,bighollow@donuts.co,--,--,--,--,--,--,1-1600-90191
REPAIR,"Lone Sunset, LLC",,US,NA,Daniel Schindler,lonesunset@donuts.co,--,--,--,--,--,--,1-1611-39225
REPORT,"Binky Glen, LLC",,US,NA,Daniel Schindler,binkyglen@donuts.co,--,--,--,--,--,--,1-1615-74729
REPUBLICAN,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-42012
REST,Punto 2012 Sociedad Anonima de Capital Variable,,MX,LAC,Amy Repp,tas-restbar-primary@centralnic.com,--,--,--,--,--,--,1-1712-32476
RESTAURANT,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-95066
RESTAURANT,dot Restaurant Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas35@famousfourmedia.com,--,--,--,--,--,--,1-1219-75721
RESTAURANT,"Snow Avenue, LLC",,US,NA,Daniel Schindler,snowavenue@donuts.co,--,--,--,--,--,--,1-1610-3807
RESTAURANT,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-64388
RETIREMENT,Fidelity Brokerage Services LLC,https://www.fidelity.com/,US,NA,Tanya Sharko Courcey,tcourcey@fmr.com,--,--,--,--,--,--,1-1845-17694
REVIEW,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,Tas.Minds.Machines.4@gmail.com,--,--,--,--,--,--,1-1037-71433
REVIEW,dot Review Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas25@famousfourmedia.com,--,--,--,--,--,--,1-1208-90224
REVIEWS,"Extra Cover, LLC",,US,NA,Daniel Schindler,extracover@donuts.co,--,--,--,--,--,--,1-1607-34771
REXROTH,Bosch Rexroth AG,http://www.boschrexroth.com,DE,EUR,Mr. Klaus Kuester,klaus.kuester@boschrexroth.de,--,--,--,--,--,--,1-1943-50410
RICH,"I-REGISTRY Ltd., Niederlassung Deutschland",http://www.i-registry.com,DE,EUR,Ms. Anschelika Smoljar,smoljar@i-registry.com,--,--,--,--,--,--,1-1003-1483
RICHARDLI,Pacific Century Asset Management (HK) Limited,,HK,AP,Mr. Edmon Chung,info@tld.asia,--,--,--,--,--,--,1-1309-98748
RICOH,"Ricoh Company, Ltd.",http://www.ricoh.co.jp/,JP,AP,Mr. Mitsuaki Nakagawa,nakagawa_11@brights.jp,--,--,--,--,--,--,1-1101-5912
RIGHTATHOME,"Johnson Shareholdings, Inc.",,US,NA,Joshua Bourne,Bourne.SC@fairwindspartners.com,--,--,--,--,--,--,1-1248-60975
RIL,Reliance Industries Limited,http://www.ril.com,IN,AP,Mr. Vivek Goyal,Vivek.V.Goyal@ril.com,--,--,--,--,--,--,1-1308-43524
RIO,Empresa Municipal de Informática SA - IPLANRIO,http://www.rio.rj.gov.br/web/iplanrio,BR,LAC,Ms. Marlene Aparecida Pinto McDonnell,mpmcdonnell@registro.br,--,--,--,--,--,Yes,1-1151-10158
RIP,United TLD Holdco Ltd.,http://unitedtld.com,KY,EUR,Mr. Jeffrey Eckhaus,hello@unitedtld.com,--,--,--,--,--,--,1-1255-57953
RIP,dotRIP LIMITED,,NZ,AP,Michael Rodenbaugh,instratld2@rodenbaugh.com,--,--,--,--,--,--,1-1854-53707
RIP,Nevaeh Ventures Inc,,CA,NA,Mr. Richard Schreier,richards@momentous.com,--,--,--,--,--,--,1-865-67813
RMIT,Royal Melbourne Institute of Technology,http://www.rmit.edu.au/,AU,AP,Mr. Benjamin Oliver ONeill,ben.oneill@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2135-63522
ROCHER,Ferrero Trading Lux S.A.,http://www.ferrero.com,LU,EUR,Mr. Stefano Marzocchi,newgtld_fer@valideus.com,--,--,--,--,--,--,1-1126-33363
ROCKS,"Ruby Moon, LLC",,US,NA,Mr. Daniel Schindler,rubymoon@donuts.co,--,--,--,--,--,--,1-1131-85666
ROCKWOOL,Rockwool International A/S,http://www.rockwool.com/,DK,EUR,Christina BildsoeMoller,Bildsoe@rockwool.com,--,--,--,--,--,--,1-1759-59728
RODEO,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-28830
ROGERS,Rogers Communications Partnership,http://www.rogers.com,CA,NA,Ms. Debra Charlery,debra.charlery@rci.rogers.com,--,--,--,--,--,--,1-1036-55073
ROMA,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Mr. Antony Van Couvering,tas.minds.machines@gmail.com,--,--,--,--,--,Yes,1-927-80477
ROOM,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-22695
RSVP,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact12@google.com,--,--,--,--,--,--,1-1683-44078
RUGBY,dot Rugby Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas23@famousfourmedia.com,--,--,--,--,--,--,1-1206-66762
RUGBY,"Atomic Cross, LLC",,US,NA,Daniel Schindler,atomiccross@donuts.co,--,--,--,--,--,--,1-1612-2805
RUGBY,IRB Strategic Developments LImited,www.irb.com,IE,EUR,Antony Van Couvering,tas.minds.machines.3@gmail.com,--,--,--,--,--,--,1-994-63638
RUHR,regiodot GmbH & Co. KG,http://www.regiodot.de,DE,EUR,Mr. Dirk Krischenowski,ruhr@dotzon.com,--,--,--,--,--,--,1-1753-50246
RUN,dot Run Limited,,GI,EUR,Mr. Geir Rasmussen,icanntas50@famousfourmedia.com,--,--,--,--,--,--,1-1232-61938
RUN,"Snow Park, LLC",,US,NA,Daniel Schindler,snowpark@donuts.co,--,--,--,--,--,--,1-1616-69474
RWE,RWE AG,http://www.rwe.com,DE,EUR,Ms. Henriette Viebig,h.viebig@rwe.com,--,--,--,--,--,--,1-1756-92979
RYUKYU,BusinessRalliart inc.,http://www.eigyo.jp/,JP,AP,Mr. Hirokatsu Ohigashi,okinawa@gmoregistry.com,--,--,--,--,--,Yes,1-1147-46178
SAARLAND,dotSaarland GmbH,http://www.nic-saarland.de,DE,EUR,Mr. Jannik Skou,saarland@thomsentrampedach.com,--,--,--,--,--,Yes,1-893-50963
SAFE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-39217
SAFETY,"Safety Registry Services, LLS",,US,NA,Mr. Philip Lodico,lodico.sf@fairwindspartners.com,--,--,--,--,--,--,1-1007-20096
SAFEWAY,Safeway Inc.,,US,NA,Joshua Bourne,bourne.sy@fairwindspartners.com,--,--,--,--,--,--,1-1189-49480
SAKURA,SAKURA Internet Inc.,http://www.sakura.ad.jp,JP,AP,Mr. Katsuyuki Ikeda,gtld-adminp@sakura.ad.jp,--,--,--,--,--,--,1-1163-37277
SALE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-17668
SALE,dot Sale Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas53@famousfourmedia.com,--,--,--,--,--,--,1-1235-38087
SALE,"Half Bloom, LLC",,US,NA,Daniel Schindler,halfbloom@donuts.co,--,--,--,--,--,--,1-1617-57149
SALE,Dot-Sale LLC,http://www.saledomain.name,US,NA,Mr. Edward Andrew White,ed@saledomain.name,--,--,--,--,--,--,1-1984-65341
SALE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-27044
SALON,Aesthetics Practitioners Advisory Network Pty Ltd,http://www.apanetwork.com/,AU,AP,Mr. David Mazzeo,sm@pointonpartners.com.au,--,--,--,--,--,--,1-1028-58177
SALON,L'Oréal,http://www.loreal.com,FR,EUR,Mr. Georges-Edouard Dias,Georges-Edouard.DIAS@loreal.com,--,--,--,--,--,--,1-1302-58142
SALON,"Outer Orchard, LLC",,US,NA,Daniel Schindler,outerorchard@donuts.co,--,--,--,--,--,--,1-1618-18834
SALON,DaySmart Software,http://www.daysmart.com,US,NA,Mr. Mark Roderick Jackson,mark.jackson@daysmart.com,--,--,--,--,--,--,1-939-82184
SAMSCLUB,"Wal-Mart Stores, Inc.",,US,NA,Joshua Bourne,bourne.wm@fairwindspartners.com,--,--,--,--,--,--,1-1244-43641
SAMSUNG,"SAMSUNG SDS CO., LTD",http://www.sds.samsung.co.kr,KR,AP,Ms. Yujeong Shin,samsung@yesnic.com,--,--,--,--,--,--,1-955-67484
SANDVIK,Sandvik AB,http://www.sandvik.com/,SE,EUR,Jorgen MATS Andersson,jorgen.m.andersson@sandvik.com,--,--,--,--,--,--,1-1941-6798
SANDVIKCOROMANT,Sandvik AB,http://www.sandvik.com/,SE,EUR,Jorgen MATS Andersson,jorgen.andersson@ngtld.webcentral.com.au,--,--,--,--,--,--,1-2075-66439
SANOFI,Sanofi,http://www.sanofi.com/,FR,EUR,Carole Tricoire,carole.tricoire@sanofi.com,--,--,--,--,--,--,1-1872-16158
SAP,SAP AG,http://www.sap.com,DE,EUR,Elmar Knipp,tas-p-sap@knipp.de,--,--,--,--,--,--,1-1735-78954
SAPO,PT Comunicacoes S.A.,http://www.telecom.pt,PT,EUR,Mr. Caetano Leitao,caetanoleitao8@gmail.com,--,--,--,--,--,--,1-1839-70998
SAPPHIRE,"MiTek USA, Inc.",http://www.mii.com,US,NA,Mr. Michael Paul,mpaul@mii.com,--,--,--,--,--,--,1-1085-70653
SARL,mySARL GmbH,http://www.mySARL.info,DE,EUR,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-83132
SARL,"Delta Orchard, LLC",,US,NA,Daniel Schindler,deltaorchard@donuts.co,--,--,--,--,--,--,1-1624-75239
SAS,Research IP LLC,,US,NA,Joshua Bourne,Bourne.SA@fairwindspartners.com,--,--,--,--,--,--,1-1323-55150
SAS,SAS AB (publ),http://www.sasgroup.net,SE,EUR,Ms. Catharina Madeleine Törnemo Fecko,Catharina.tornemo-fecko@sas.se,--,--,--,--,--,--,1-1794-37473
SAVE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-82096
SAVE,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-45602
SAXO,Saxo Bank A/S,http://www.saxobank.com,DK,EUR,Mr. Jacob Aegidius,jacob.aegidius@saxobank.com,--,--,--,--,--,--,1-1043-58809
SBI,STATE BANK OF INDIA,http://www.sbi.co.in,IN,AP,Ms. ANITHA SHANMUGAM,merchant.inb@sbi.co.in,--,--,--,--,--,--,1-1029-42857
SBS,SPECIAL BROADCASTING SERVICE CORPORATION,http://www.sbs.com.au,AU,AP,Ms. Anna Frances Ward,anna.ward@sbs.com.au,--,--,--,--,--,--,1-1080-34634
SCA,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ),http://www.sca.com,SE,EUR,Ms. Lorna Gradden,lorna.gradden.sca@valideus.com,--,--,--,--,--,--,1-1149-58739
SCB,"The Siam Commercial Bank Public Company Limited (""SCB"")",http://www.scb.co.th,TH,AP,Mr. Teeraphong Mahatham,teeraphong.mahatham@scb.co.th,--,--,--,--,--,--,1-1197-50009
SCHAEFFLER,Schaeffler Technologies AG & Co. KG,http://www.schaeffler.com,DE,EUR,Mr. Martin Kuechenthal,schaeffler@lemarit.com,--,--,--,--,--,--,1-1749-12808
SCHMIDT,SALM S.A.S.,,FR,EUR,Mr. Jacques HAAS,jacques.haas@salm.fr,--,--,--,--,--,--,1-1114-79381
SCHOLARSHIPS,"Scholarships.com, LLC",http://www.scholarships.com,US,NA,Mr. Lawrence Gerber,lag@scholarships.com,--,--,--,--,--,--,1-1116-65830
SCHOOL,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-66434
SCHOOL,"Little Galley, LLC",,US,NA,Daniel Schindler,littlegalley@donuts.co,--,--,--,--,--,--,1-1622-67844
SCHOOL,"Fegistry, LLC",,US,NA,Jay Westerdal,jay@fegistry.com,--,--,--,--,--,--,1-1913-18850
SCHOOL,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-60801
SCHULE,"Outer Moon, LLC",,US,NA,Daniel Schindler,outermoon@donuts.co,--,--,--,--,--,--,1-1627-1624
SCHWARZ,Schwarz Domains und Services GmbH & Co. KG,,DE,EUR,Mr. Max Killinger,max.killinger@sbg.de,--,--,--,--,--,--,1-1123-39254
SCHWARZGROUP,Schwarz Domains und Services GmbH & Co. KG,,DE,EUR,Mr. Max Killinger,max.killinger@sbg.de,--,--,--,--,--,--,1-1123-12611
SCIENCE,Top Level Domain Holdings Limited,http://www.tldh.org,VG,EUR,Antony Van Couvering,Tas.Minds.Machines.9@gmail.com,--,--,--,--,--,--,1-1110-8071
SCIENCE,dot Science Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas56@famousfourmedia.com,--,--,--,--,--,--,1-1238-98669
SCJOHNSON,"Johnson Shareholdings, Inc.",,US,NA,Joshua Bourne,Bourne.SC@fairwindspartners.com,--,--,--,--,--,--,1-1248-67439
SCOR,SCOR SE,,FR,EUR,Mr. Thomas - Ament,tament@scor.com,--,--,--,--,--,--,1-1875-27045
SCOT,Dot Scot Registry Limited,http://www.dot-scot.org,GB,EUR,Mr. Amadeu Abril i Abril,amadeu.abril@corenic.org,--,--,--,--,Yes,Yes,1-1741-29613
SEARCH,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact2@google.com,--,--,--,--,--,--,1-1141-50966
SEARCH,dot Now Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas26@famousfourmedia.com,--,--,--,--,--,--,1-1209-16177
SEARCH,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-13549
SEARCH,"Bitter McCook, LLC",,US,NA,Daniel Schindler,bittermccook@donuts.co,--,--,--,--,--,--,1-1626-61742
SEAT,"SEAT, S.A. (Sociedad Unipersonal)",http://www.seat.es,ES,EUR,Mr. Amadeu Abril i Abril,amadeu@abril.cat,--,--,--,--,--,--,1-1879-27918
SECURE,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-98508
SECURE,Artemis Internet Inc.,https://www.artemisinternet.com,US,NA,Mr. Alexander Charles Stamos,alex@artemisinternet.com,--,--,--,--,--,--,1-1796-18939
SECURITY,Symantec Corporation,,US,NA,Philip Lodico,lodico.sm@fairwindspartners.com,--,--,--,--,--,--,1-1027-69486
SECURITY,"Fern Trail, LLC",,US,NA,Daniel Schindler,ferntrail@donuts.co,--,--,--,--,--,--,1-1625-43519
SECURITY,Defender Security Company,http://www.defenderdirect.com,US,NA,Mr. Robert Williams,rob.williams@defenderdirect.com,--,--,--,--,--,--,1-2058-59499
SEEK,Seek Limited,http://www.seek.com.au,AU,AP,Mr. Mithran Naiker,mnaiker@seek.com.au,--,--,--,--,--,--,1-2098-16297
SELECT,iSelect Ltd,http://www.iselect.com.au/,AU,AP,Mr. Warren Myron Slabe,wslabe@iselect.com.au,--,--,--,--,--,--,1-1088-97737
SENER,"Sener Ingeniería y Sistemas, S.A.",http://www.sener.es,ES,EUR,Mr. Jorge Grases,jorge.grases@sener.es,--,--,--,--,--,--,1-1044-53079
SERVICES,"Fox Castle, LLC",,US,NA,Daniel Schindler,foxcastle@donuts.co,--,--,--,--,--,--,1-1628-41321
SES,SES,http://www.ses.com,LU,EUR,Mr. Neill Henderson,Neill.Henderson@ses.com,--,--,--,--,--,--,1-1122-77859
SEVEN,Seven West Media Ltd,http://www.sevenwestmedia.com.au,AU,AP,Ms. Tessa Jakovljevic,tj@seven.com.au,--,--,--,--,--,--,1-2094-72761
SEW,SEW-EURODRIVE GmbH & Co KG,http://www.sew-eurodrive.com/,DE,EUR,Ms. Alexandra Wuest,alexandra.wuest@sew-eurodrive.de,--,--,--,--,--,--,1-849-59039
SEX,ICM Registry SX LLC,http://www.icmregistrysx.com,US,NA,Mr. Stuart John Lawley,sjlawley@icmregistry.com,--,--,--,--,--,--,1-1106-79501
SEX,Internet Marketing Solutions Limited,,VG,EUR,Mr. Jeff Gilroy,j@jepekmarketing.com,--,--,--,--,--,--,1-2113-59868
SEXY,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Bret Alan Samuel Fausett,bret@internet.pro,--,--,--,--,--,--,1-855-58140
SFR,Societe Francaise du Radiotelephone - SFR,http://www.sfr.com,FR,EUR,Ms. Claire Chamard,claire.chamard@sfr.com,--,--,--,--,--,--,1-1686-61159
SHANGRILA,Shangri?La International Hotel Management Limited,http://www.shangri-la.com,HK,AP,Ms. Amy Sook Yee Wong,awong@shangri-la.com,--,--,--,--,--,--,1-940-76333
SHARP,Sharp Corporation,http://www.sharp.co.jp,JP,AP,Mr. Keishi Itoh,dotsharp@gmoregistry.com,--,--,--,--,--,--,1-1733-97084
SHAW,Shaw Cablesystems G.P.,http://www.shaw.ca,CA,NA,John Kane,Jkane1@afilias.info,--,--,--,--,--,--,1-1013-60745
SHELL,Shell Information Technology International Inc,http://www.shell.com,US,NA,Ms. Lorna Jean Gradden,lorna.gradden.sh@valideus.com,--,--,--,--,--,--,1-1090-40748
SHIA,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,TR,AP,Mehdi Abbasnia,agitsys2@gmail.com,--,--,--,--,Yes,--,1-2129-23641
SHIKSHA,Afilias Limited,,IE,EUR,John Kane,jkane@afilias.info,--,--,--,--,--,--,1-868-35885
SHOES,"Binky Galley, LLC",,US,NA,Daniel Schindler,binkygalley@donuts.co,--,--,--,--,--,--,1-1630-4186
SHOP,DotShop Inc.,http://www.radixregistry.com,AE,AP,Mr. Brijesh Harish Joshi,dotshop@radixregistry.com,--,--,--,--,--,--,1-1051-32260
SHOP,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact3@google.com,--,--,--,--,--,--,1-1138-5993
SHOP,Dot Shop Limited,,GI,EUR,Mr. Geir Andreas Rasmussen,icanntas4@famousfourmedia.com,--,--,--,--,--,--,1-1176-45062
SHOP,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-37897
SHOP,"Sugar Maple, LLC",,US,NA,Daniel Schindler,sugarmaple@donuts.co,--,--,--,--,--,--,1-1632-57390
SHOP,Commercial Connect LLC,http://www.dotShop.com,US,NA,Mr. Jeffrey S Smith,JSmith@dotShop.com,--,--,--,--,Yes,--,1-1830-1672
SHOP,BEIJING JINGDONG 360 DU E-COMMERCE LTD,http://www.360buy.com,CN,AP,Ms. xiaoli zhai,jdtldreg@gmail.com,--,--,--,--,--,--,1-889-24496
SHOP,"GMO Registry, Inc.",http://www.gmoregistry.com,JP,AP,Mr. Hirokatsu Ohigashi,newgtld@gmoregistry.com,--,--,--,--,Yes,--,1-890-52063
SHOP,"GMO Registry, Inc.",http://www.gmoregistry.com,JP,AP,Mr. Hirokatsu Ohigashi,newgtld@gmoregistry.com,--,--,--,--,--,--,1-890-65213
SHOPPING,"Sea Tigers, LLC",,US,NA,Daniel Schindler,seatigers@donuts.co,--,--,--,--,--,--,1-1631-16988
SHOPPING,"Uniregistry, Corp.",http://www.uniregistry.com,KY,EUR,Mr. Frank Taylor Schilling,contact@uniregistry.com,--,--,--,--,--,--,1-845-21316
SHOPYOURWAY,"Shop Your Way, Inc.",http://ShopYourWay.com,US,NA,Gretchen Olive,searsnewgtlds@cscinfo.com,--,--,--,--,--,--,1-1767-1759
SHOUJI,QIHOO 360 TECHNOLOGY CO. LTD.,http://www.360.cn,CN,AP,Mr. Xiaohong Shi,newgtld@360.cn,--,--,--,--,--,--,1-974-38448
SHOW,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am2@valideus.com,--,--,--,--,--,--,1-1317-52877
SHOW,Charleston Road Registry Inc.,,US,NA,Sarah Falvey,tas-contact7@google.com,--,--,--,--,--,--,1-1417-47872
SHOW,"Snow Beach, LLC",,US,NA,Daniel Schindler,snowbeach@donuts.co,--,--,--,--,--,--,1-1633-36635
SHOW,Zodiac Aries Limited,http://www.zodiac-corp.com/,HK,AP,Mr. ChingHong Seng,aries2@zodiac-corp.com,--,--,--,--,--,--,1-866-43988
SHOWTIME,CBS Domains Inc.,,US,NA,Philip Lodico,lodico.cb@fairwindspartners.com,--,--,--,--,--,--,1-869-34582
SHRIRAM,Shriram Capital Ltd.,http://shriramcapital.com,IN,AP,Ms. Jasmine Sahni,jasminesahni@shriram.com,--,--,--,--,--,--,1-1857-52823
SILK,Amazon EU S.à r.l.,http://www.amazon.com/,LU,EUR,Ms. Lorna Jean Gradden,lorna.gradden.am@valideus.com,--,--,--,--,--,--,1-1315-37701
SINA,Sina Corporation,http://www.sina.com.cn,CN,AP,Ms. Haiyan Gu,haiyan@staff.weibo.com,--,--,--,--,--,--,1-950-30912
SINGLES,"Fern Madison, LLC",,US,NA,Daniel Schindler,fernmadison@donuts.co,--,--,--,--,--,--,1-1634-15520
